Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
1776,Western Australia,Australia,27-03-2020,231,2
1777,Western Australia,Australia,28-03-2020,278,2
1778,Western Australia,Australia,29-03-2020,311,2
1779,Western Australia,Australia,30-03-2020,355,2
1780,Western Australia,Australia,31-03-2020,364,2
1781,Western Australia,Australia,01-04-2020,392,2
1782,Western Australia,Australia,02-04-2020,400,2
1783,Western Australia,Australia,03-04-2020,400,2
1784,Western Australia,Australia,04-04-2020,436,2
1785,Western Australia,Australia,05-04-2020,453,3
1786,Western Australia,Australia,06-04-2020,460,4
1787,Western Australia,Australia,07-04-2020,460,4
1788,Western Australia,Australia,08-04-2020,481,6
1789,Western Australia,Australia,09-04-2020,495,6
1790,Western Australia,Australia,10-04-2020,506,6
1791,Western Australia,Australia,11-04-2020,514,6
1825,,Austria,22-01-2020,0,0
1826,,Austria,23-01-2020,0,0
1827,,Austria,24-01-2020,0,0
1828,,Austria,25-01-2020,0,0
1829,,Austria,26-01-2020,0,0
1830,,Austria,27-01-2020,0,0
1831,,Austria,28-01-2020,0,0
1832,,Austria,29-01-2020,0,0
1833,,Austria,30-01-2020,0,0
1834,,Austria,31-01-2020,0,0
1835,,Austria,01-02-2020,0,0
1836,,Austria,02-02-2020,0,0
1837,,Austria,03-02-2020,0,0
1838,,Austria,04-02-2020,0,0
1839,,Austria,05-02-2020,0,0
1840,,Austria,06-02-2020,0,0
1841,,Austria,07-02-2020,0,0
1842,,Austria,08-02-2020,0,0
1843,,Austria,09-02-2020,0,0
1844,,Austria,10-02-2020,0,0
1845,,Austria,11-02-2020,0,0
1846,,Austria,12-02-2020,0,0
1847,,Austria,13-02-2020,0,0
1848,,Austria,14-02-2020,0,0
1849,,Austria,15-02-2020,0,0
1850,,Austria,16-02-2020,0,0
1851,,Austria,17-02-2020,0,0
1852,,Austria,18-02-2020,0,0
1853,,Austria,19-02-2020,0,0
1854,,Austria,20-02-2020,0,0
1855,,Austria,21-02-2020,0,0
1856,,Austria,22-02-2020,0,0
1857,,Austria,23-02-2020,0,0
1858,,Austria,24-02-2020,0,0
1859,,Austria,25-02-2020,2,0
1860,,Austria,26-02-2020,2,0
1861,,Austria,27-02-2020,3,0
1862,,Austria,28-02-2020,3,0
1863,,Austria,29-02-2020,9,0
1864,,Austria,01-03-2020,14,0
1865,,Austria,02-03-2020,18,0
1866,,Austria,03-03-2020,21,0
1867,,Austria,04-03-2020,29,0
1868,,Austria,05-03-2020,41,0
1869,,Austria,06-03-2020,55,0
1870,,Austria,07-03-2020,79,0
1871,,Austria,08-03-2020,104,0
1872,,Austria,09-03-2020,131,0
1873,,Austria,10-03-2020,182,0
1874,,Austria,11-03-2020,246,0
1875,,Austria,12-03-2020,302,1
1876,,Austria,13-03-2020,504,1
1877,,Austria,14-03-2020,655,1
1878,,Austria,15-03-2020,860,1
1879,,Austria,16-03-2020,1018,3
1880,,Austria,17-03-2020,1332,3
1881,,Austria,18-03-2020,1646,4
1882,,Austria,19-03-2020,2013,6
1883,,Austria,20-03-2020,2388,6
1884,,Austria,21-03-2020,2814,8
1885,,Austria,22-03-2020,3582,16
1886,,Austria,23-03-2020,4474,21
1887,,Austria,24-03-2020,5283,28
1888,,Austria,25-03-2020,5588,30
1889,,Austria,26-03-2020,6909,49
1890,,Austria,27-03-2020,7657,58
1891,,Austria,28-03-2020,8271,68
1892,,Austria,29-03-2020,8788,86
1893,,Austria,30-03-2020,9618,108
1894,,Austria,31-03-2020,10180,128
1895,,Austria,01-04-2020,10711,146
1896,,Austria,02-04-2020,11129,158
1897,,Austria,03-04-2020,11524,168
1898,,Austria,04-04-2020,11781,186
1899,,Austria,05-04-2020,12051,204
1900,,Austria,06-04-2020,12297,220
1901,,Austria,07-04-2020,12639,243
1902,,Austria,08-04-2020,12942,273
1903,,Austria,09-04-2020,13244,295
1904,,Austria,10-04-2020,13555,319
1905,,Austria,11-04-2020,13806,337
1939,,Azerbaijan,22-01-2020,0,0
1940,,Azerbaijan,23-01-2020,0,0
1941,,Azerbaijan,24-01-2020,0,0
1942,,Azerbaijan,25-01-2020,0,0
1943,,Azerbaijan,26-01-2020,0,0
1944,,Azerbaijan,27-01-2020,0,0
1945,,Azerbaijan,28-01-2020,0,0
1946,,Azerbaijan,29-01-2020,0,0
1947,,Azerbaijan,30-01-2020,0,0
1948,,Azerbaijan,31-01-2020,0,0
1949,,Azerbaijan,01-02-2020,0,0
1950,,Azerbaijan,02-02-2020,0,0
1951,,Azerbaijan,03-02-2020,0,0
1952,,Azerbaijan,04-02-2020,0,0
1953,,Azerbaijan,05-02-2020,0,0
1954,,Azerbaijan,06-02-2020,0,0
1955,,Azerbaijan,07-02-2020,0,0
1956,,Azerbaijan,08-02-2020,0,0
1957,,Azerbaijan,09-02-2020,0,0
1958,,Azerbaijan,10-02-2020,0,0
1959,,Azerbaijan,11-02-2020,0,0
1960,,Azerbaijan,12-02-2020,0,0
1961,,Azerbaijan,13-02-2020,0,0
1962,,Azerbaijan,14-02-2020,0,0
1963,,Azerbaijan,15-02-2020,0,0
1964,,Azerbaijan,16-02-2020,0,0
1965,,Azerbaijan,17-02-2020,0,0
1966,,Azerbaijan,18-02-2020,0,0
1967,,Azerbaijan,19-02-2020,0,0
1968,,Azerbaijan,20-02-2020,0,0
1969,,Azerbaijan,21-02-2020,0,0
1970,,Azerbaijan,22-02-2020,0,0
1971,,Azerbaijan,23-02-2020,0,0
1972,,Azerbaijan,24-02-2020,0,0
1973,,Azerbaijan,25-02-2020,0,0
1974,,Azerbaijan,26-02-2020,0,0
1975,,Azerbaijan,27-02-2020,0,0
1976,,Azerbaijan,28-02-2020,0,0
1977,,Azerbaijan,29-02-2020,0,0
1978,,Azerbaijan,01-03-2020,3,0
1979,,Azerbaijan,02-03-2020,3,0
1980,,Azerbaijan,03-03-2020,3,0
1981,,Azerbaijan,04-03-2020,3,0
1982,,Azerbaijan,05-03-2020,6,0
1983,,Azerbaijan,06-03-2020,6,0
1984,,Azerbaijan,07-03-2020,9,0
1985,,Azerbaijan,08-03-2020,9,0
1986,,Azerbaijan,09-03-2020,9,0
1987,,Azerbaijan,10-03-2020,11,0
1988,,Azerbaijan,11-03-2020,11,0
1989,,Azerbaijan,12-03-2020,11,0
1990,,Azerbaijan,13-03-2020,15,1
1991,,Azerbaijan,14-03-2020,15,1
1992,,Azerbaijan,15-03-2020,23,1
1993,,Azerbaijan,16-03-2020,28,1
1994,,Azerbaijan,17-03-2020,28,1
1995,,Azerbaijan,18-03-2020,28,1
1996,,Azerbaijan,19-03-2020,44,1
1997,,Azerbaijan,20-03-2020,44,1
1998,,Azerbaijan,21-03-2020,53,1
1999,,Azerbaijan,22-03-2020,65,1
2000,,Azerbaijan,23-03-2020,72,1
2001,,Azerbaijan,24-03-2020,87,1
2002,,Azerbaijan,25-03-2020,93,2
2003,,Azerbaijan,26-03-2020,122,3
2004,,Azerbaijan,27-03-2020,165,3
2005,,Azerbaijan,28-03-2020,182,4
2006,,Azerbaijan,29-03-2020,209,4
2007,,Azerbaijan,30-03-2020,273,4
2008,,Azerbaijan,31-03-2020,298,5
2009,,Azerbaijan,01-04-2020,359,5
2010,,Azerbaijan,02-04-2020,400,5
2011,,Azerbaijan,03-04-2020,443,5
2012,,Azerbaijan,04-04-2020,521,5
2013,,Azerbaijan,05-04-2020,584,7
2014,,Azerbaijan,06-04-2020,641,7
2015,,Azerbaijan,07-04-2020,717,8
2016,,Azerbaijan,08-04-2020,822,8
2017,,Azerbaijan,09-04-2020,926,9
2018,,Azerbaijan,10-04-2020,991,10
2019,,Azerbaijan,11-04-2020,1058,11
2053,,Bahamas,22-01-2020,0,0
2054,,Bahamas,23-01-2020,0,0
2055,,Bahamas,24-01-2020,0,0
2056,,Bahamas,25-01-2020,0,0
2057,,Bahamas,26-01-2020,0,0
2058,,Bahamas,27-01-2020,0,0
2059,,Bahamas,28-01-2020,0,0
2060,,Bahamas,29-01-2020,0,0
2061,,Bahamas,30-01-2020,0,0
2062,,Bahamas,31-01-2020,0,0
2063,,Bahamas,01-02-2020,0,0
2064,,Bahamas,02-02-2020,0,0
2065,,Bahamas,03-02-2020,0,0
2066,,Bahamas,04-02-2020,0,0
2067,,Bahamas,05-02-2020,0,0
2068,,Bahamas,06-02-2020,0,0
2069,,Bahamas,07-02-2020,0,0
2070,,Bahamas,08-02-2020,0,0
2071,,Bahamas,09-02-2020,0,0
2072,,Bahamas,10-02-2020,0,0
2073,,Bahamas,11-02-2020,0,0
2074,,Bahamas,12-02-2020,0,0
2075,,Bahamas,13-02-2020,0,0
2076,,Bahamas,14-02-2020,0,0
2077,,Bahamas,15-02-2020,0,0
2078,,Bahamas,16-02-2020,0,0
2079,,Bahamas,17-02-2020,0,0
2080,,Bahamas,18-02-2020,0,0
2081,,Bahamas,19-02-2020,0,0
2082,,Bahamas,20-02-2020,0,0
2083,,Bahamas,21-02-2020,0,0
2084,,Bahamas,22-02-2020,0,0
2085,,Bahamas,23-02-2020,0,0
2086,,Bahamas,24-02-2020,0,0
2087,,Bahamas,25-02-2020,0,0
2088,,Bahamas,26-02-2020,0,0
2089,,Bahamas,27-02-2020,0,0
2090,,Bahamas,28-02-2020,0,0
2091,,Bahamas,29-02-2020,0,0
2092,,Bahamas,01-03-2020,0,0
2093,,Bahamas,02-03-2020,0,0
2094,,Bahamas,03-03-2020,0,0
2095,,Bahamas,04-03-2020,0,0
2096,,Bahamas,05-03-2020,0,0
2097,,Bahamas,06-03-2020,0,0
2098,,Bahamas,07-03-2020,0,0
2099,,Bahamas,08-03-2020,0,0
2100,,Bahamas,09-03-2020,0,0
2101,,Bahamas,10-03-2020,0,0
2102,,Bahamas,11-03-2020,0,0
2103,,Bahamas,12-03-2020,0,0
2104,,Bahamas,13-03-2020,0,0
2105,,Bahamas,14-03-2020,0,0
2106,,Bahamas,15-03-2020,0,0
2107,,Bahamas,16-03-2020,1,0
2108,,Bahamas,17-03-2020,1,0
2109,,Bahamas,18-03-2020,1,0
2110,,Bahamas,19-03-2020,3,0
2111,,Bahamas,20-03-2020,3,0
2112,,Bahamas,21-03-2020,4,0
2113,,Bahamas,22-03-2020,4,0
2114,,Bahamas,23-03-2020,4,0
2115,,Bahamas,24-03-2020,5,0
2116,,Bahamas,25-03-2020,5,0
2117,,Bahamas,26-03-2020,9,0
2118,,Bahamas,27-03-2020,10,0
2119,,Bahamas,28-03-2020,10,0
2120,,Bahamas,29-03-2020,11,0
2121,,Bahamas,30-03-2020,14,0
2122,,Bahamas,31-03-2020,14,0
2123,,Bahamas,01-04-2020,21,1
2124,,Bahamas,02-04-2020,24,1
2125,,Bahamas,03-04-2020,24,1
2126,,Bahamas,04-04-2020,28,4
2127,,Bahamas,05-04-2020,28,4
2128,,Bahamas,06-04-2020,29,5
2129,,Bahamas,07-04-2020,33,6
2130,,Bahamas,08-04-2020,40,7
2131,,Bahamas,09-04-2020,41,8
2132,,Bahamas,10-04-2020,42,8
2133,,Bahamas,11-04-2020,46,8
2167,,Bahrain,22-01-2020,0,0
2168,,Bahrain,23-01-2020,0,0
2169,,Bahrain,24-01-2020,0,0
2170,,Bahrain,25-01-2020,0,0
2171,,Bahrain,26-01-2020,0,0
2172,,Bahrain,27-01-2020,0,0
2173,,Bahrain,28-01-2020,0,0
2174,,Bahrain,29-01-2020,0,0
2175,,Bahrain,30-01-2020,0,0
2176,,Bahrain,31-01-2020,0,0
2177,,Bahrain,01-02-2020,0,0
2178,,Bahrain,02-02-2020,0,0
2179,,Bahrain,03-02-2020,0,0
2180,,Bahrain,04-02-2020,0,0
2181,,Bahrain,05-02-2020,0,0
2182,,Bahrain,06-02-2020,0,0
2183,,Bahrain,07-02-2020,0,0
2184,,Bahrain,08-02-2020,0,0
2185,,Bahrain,09-02-2020,0,0
2186,,Bahrain,10-02-2020,0,0
2187,,Bahrain,11-02-2020,0,0
2188,,Bahrain,12-02-2020,0,0
2189,,Bahrain,13-02-2020,0,0
2190,,Bahrain,14-02-2020,0,0
2191,,Bahrain,15-02-2020,0,0
2192,,Bahrain,16-02-2020,0,0
2193,,Bahrain,17-02-2020,0,0
2194,,Bahrain,18-02-2020,0,0
2195,,Bahrain,19-02-2020,0,0
2196,,Bahrain,20-02-2020,0,0
2197,,Bahrain,21-02-2020,0,0
2198,,Bahrain,22-02-2020,0,0
2199,,Bahrain,23-02-2020,0,0
2200,,Bahrain,24-02-2020,1,0
2201,,Bahrain,25-02-2020,23,0
2202,,Bahrain,26-02-2020,33,0
2203,,Bahrain,27-02-2020,33,0
2204,,Bahrain,28-02-2020,36,0
2205,,Bahrain,29-02-2020,41,0
2206,,Bahrain,01-03-2020,47,0
2207,,Bahrain,02-03-2020,49,0
2208,,Bahrain,03-03-2020,49,0
2209,,Bahrain,04-03-2020,52,0
2210,,Bahrain,05-03-2020,55,0
2211,,Bahrain,06-03-2020,60,0
2212,,Bahrain,07-03-2020,85,0
2213,,Bahrain,08-03-2020,85,0
2214,,Bahrain,09-03-2020,95,0
2215,,Bahrain,10-03-2020,110,0
2216,,Bahrain,11-03-2020,195,0
2217,,Bahrain,12-03-2020,195,0
2218,,Bahrain,13-03-2020,195,0
2219,,Bahrain,14-03-2020,210,0
2220,,Bahrain,15-03-2020,214,0
2221,,Bahrain,16-03-2020,214,1
2222,,Bahrain,17-03-2020,228,1
2223,,Bahrain,18-03-2020,256,1
2224,,Bahrain,19-03-2020,278,1
2225,,Bahrain,20-03-2020,285,1
2226,,Bahrain,21-03-2020,305,1
2227,,Bahrain,22-03-2020,334,2
2228,,Bahrain,23-03-2020,377,2
2229,,Bahrain,24-03-2020,392,3
2230,,Bahrain,25-03-2020,419,4
2231,,Bahrain,26-03-2020,458,4
2232,,Bahrain,27-03-2020,466,4
2233,,Bahrain,28-03-2020,476,4
2234,,Bahrain,29-03-2020,499,4
2235,,Bahrain,30-03-2020,515,4
2236,,Bahrain,31-03-2020,567,4
2237,,Bahrain,01-04-2020,569,4
2238,,Bahrain,02-04-2020,643,4
2239,,Bahrain,03-04-2020,672,4
2240,,Bahrain,04-04-2020,688,4
2241,,Bahrain,05-04-2020,700,4
2242,,Bahrain,06-04-2020,756,4
2243,,Bahrain,07-04-2020,811,5
2244,,Bahrain,08-04-2020,823,5
2245,,Bahrain,09-04-2020,887,5
2246,,Bahrain,10-04-2020,925,6
2247,,Bahrain,11-04-2020,1040,6
2281,,Bangladesh,22-01-2020,0,0
2282,,Bangladesh,23-01-2020,0,0
2283,,Bangladesh,24-01-2020,0,0
2284,,Bangladesh,25-01-2020,0,0
2285,,Bangladesh,26-01-2020,0,0
2286,,Bangladesh,27-01-2020,0,0
2287,,Bangladesh,28-01-2020,0,0
2288,,Bangladesh,29-01-2020,0,0
2289,,Bangladesh,30-01-2020,0,0
2290,,Bangladesh,31-01-2020,0,0
2291,,Bangladesh,01-02-2020,0,0
2292,,Bangladesh,02-02-2020,0,0
2293,,Bangladesh,03-02-2020,0,0
2294,,Bangladesh,04-02-2020,0,0
2295,,Bangladesh,05-02-2020,0,0
2296,,Bangladesh,06-02-2020,0,0
2297,,Bangladesh,07-02-2020,0,0
2298,,Bangladesh,08-02-2020,0,0
2299,,Bangladesh,09-02-2020,0,0
2300,,Bangladesh,10-02-2020,0,0
2301,,Bangladesh,11-02-2020,0,0
2302,,Bangladesh,12-02-2020,0,0
2303,,Bangladesh,13-02-2020,0,0
2304,,Bangladesh,14-02-2020,0,0
2305,,Bangladesh,15-02-2020,0,0
2306,,Bangladesh,16-02-2020,0,0
2307,,Bangladesh,17-02-2020,0,0
2308,,Bangladesh,18-02-2020,0,0
2309,,Bangladesh,19-02-2020,0,0
2310,,Bangladesh,20-02-2020,0,0
2311,,Bangladesh,21-02-2020,0,0
2312,,Bangladesh,22-02-2020,0,0
2313,,Bangladesh,23-02-2020,0,0
2314,,Bangladesh,24-02-2020,0,0
2315,,Bangladesh,25-02-2020,0,0
2316,,Bangladesh,26-02-2020,0,0
2317,,Bangladesh,27-02-2020,0,0
2318,,Bangladesh,28-02-2020,0,0
2319,,Bangladesh,29-02-2020,0,0
2320,,Bangladesh,01-03-2020,0,0
2321,,Bangladesh,02-03-2020,0,0
2322,,Bangladesh,03-03-2020,0,0
2323,,Bangladesh,04-03-2020,0,0
2324,,Bangladesh,05-03-2020,0,0
2325,,Bangladesh,06-03-2020,0,0
2326,,Bangladesh,07-03-2020,0,0
2327,,Bangladesh,08-03-2020,3,0
2328,,Bangladesh,09-03-2020,3,0
2329,,Bangladesh,10-03-2020,3,0
2330,,Bangladesh,11-03-2020,3,0
2331,,Bangladesh,12-03-2020,3,0
2332,,Bangladesh,13-03-2020,3,0
2333,,Bangladesh,14-03-2020,3,0
2334,,Bangladesh,15-03-2020,5,0
2335,,Bangladesh,16-03-2020,8,0
2336,,Bangladesh,17-03-2020,10,0
2337,,Bangladesh,18-03-2020,14,1
2338,,Bangladesh,19-03-2020,17,1
2339,,Bangladesh,20-03-2020,20,1
2340,,Bangladesh,21-03-2020,25,2
2341,,Bangladesh,22-03-2020,27,2
2342,,Bangladesh,23-03-2020,33,3
2343,,Bangladesh,24-03-2020,39,4
2344,,Bangladesh,25-03-2020,39,5
2345,,Bangladesh,26-03-2020,44,5
2346,,Bangladesh,27-03-2020,48,5
2347,,Bangladesh,28-03-2020,48,5
2348,,Bangladesh,29-03-2020,48,5
2349,,Bangladesh,30-03-2020,49,5
2350,,Bangladesh,31-03-2020,51,5
2351,,Bangladesh,01-04-2020,54,6
2352,,Bangladesh,02-04-2020,56,6
2353,,Bangladesh,03-04-2020,61,6
2354,,Bangladesh,04-04-2020,70,8
2355,,Bangladesh,05-04-2020,88,9
2356,,Bangladesh,06-04-2020,123,12
2357,,Bangladesh,07-04-2020,164,17
2358,,Bangladesh,08-04-2020,218,20
2359,,Bangladesh,09-04-2020,330,21
2360,,Bangladesh,10-04-2020,424,27
2361,,Bangladesh,11-04-2020,482,30
2395,,Barbados,22-01-2020,0,0
2396,,Barbados,23-01-2020,0,0
2397,,Barbados,24-01-2020,0,0
2398,,Barbados,25-01-2020,0,0
2399,,Barbados,26-01-2020,0,0
2400,,Barbados,27-01-2020,0,0
2401,,Barbados,28-01-2020,0,0
2402,,Barbados,29-01-2020,0,0
2403,,Barbados,30-01-2020,0,0
2404,,Barbados,31-01-2020,0,0
2405,,Barbados,01-02-2020,0,0
2406,,Barbados,02-02-2020,0,0
2407,,Barbados,03-02-2020,0,0
2408,,Barbados,04-02-2020,0,0
2409,,Barbados,05-02-2020,0,0
2410,,Barbados,06-02-2020,0,0
2411,,Barbados,07-02-2020,0,0
2412,,Barbados,08-02-2020,0,0
2413,,Barbados,09-02-2020,0,0
2414,,Barbados,10-02-2020,0,0
2415,,Barbados,11-02-2020,0,0
2416,,Barbados,12-02-2020,0,0
2417,,Barbados,13-02-2020,0,0
2418,,Barbados,14-02-2020,0,0
2419,,Barbados,15-02-2020,0,0
2420,,Barbados,16-02-2020,0,0
2421,,Barbados,17-02-2020,0,0
2422,,Barbados,18-02-2020,0,0
2423,,Barbados,19-02-2020,0,0
2424,,Barbados,20-02-2020,0,0
2425,,Barbados,21-02-2020,0,0
2426,,Barbados,22-02-2020,0,0
2427,,Barbados,23-02-2020,0,0
2428,,Barbados,24-02-2020,0,0
2429,,Barbados,25-02-2020,0,0
2430,,Barbados,26-02-2020,0,0
2431,,Barbados,27-02-2020,0,0
2432,,Barbados,28-02-2020,0,0
2433,,Barbados,29-02-2020,0,0
2434,,Barbados,01-03-2020,0,0
2435,,Barbados,02-03-2020,0,0
2436,,Barbados,03-03-2020,0,0
2437,,Barbados,04-03-2020,0,0
2438,,Barbados,05-03-2020,0,0
2439,,Barbados,06-03-2020,0,0
2440,,Barbados,07-03-2020,0,0
2441,,Barbados,08-03-2020,0,0
2442,,Barbados,09-03-2020,0,0
2443,,Barbados,10-03-2020,0,0
2444,,Barbados,11-03-2020,0,0
2445,,Barbados,12-03-2020,0,0
2446,,Barbados,13-03-2020,0,0
2447,,Barbados,14-03-2020,0,0
2448,,Barbados,15-03-2020,0,0
2449,,Barbados,16-03-2020,0,0
2450,,Barbados,17-03-2020,2,0
2451,,Barbados,18-03-2020,2,0
2452,,Barbados,19-03-2020,5,0
2453,,Barbados,20-03-2020,5,0
2454,,Barbados,21-03-2020,6,0
2455,,Barbados,22-03-2020,14,0
2456,,Barbados,23-03-2020,17,0
2457,,Barbados,24-03-2020,18,0
2458,,Barbados,25-03-2020,18,0
2459,,Barbados,26-03-2020,18,0
2460,,Barbados,27-03-2020,24,0
2461,,Barbados,28-03-2020,26,0
2462,,Barbados,29-03-2020,33,0
2463,,Barbados,30-03-2020,33,0
2464,,Barbados,31-03-2020,34,0
2465,,Barbados,01-04-2020,34,0
2466,,Barbados,02-04-2020,46,0
2467,,Barbados,03-04-2020,51,0
2468,,Barbados,04-04-2020,52,0
2469,,Barbados,05-04-2020,56,1
2470,,Barbados,06-04-2020,60,2
2471,,Barbados,07-04-2020,63,3
2472,,Barbados,08-04-2020,63,3
2473,,Barbados,09-04-2020,66,3
2474,,Barbados,10-04-2020,67,4
2475,,Barbados,11-04-2020,68,4
2509,,Belarus,22-01-2020,0,0
2510,,Belarus,23-01-2020,0,0
2511,,Belarus,24-01-2020,0,0
2512,,Belarus,25-01-2020,0,0
2513,,Belarus,26-01-2020,0,0
2514,,Belarus,27-01-2020,0,0
2515,,Belarus,28-01-2020,0,0
2516,,Belarus,29-01-2020,0,0
2517,,Belarus,30-01-2020,0,0
2518,,Belarus,31-01-2020,0,0
2519,,Belarus,01-02-2020,0,0
2520,,Belarus,02-02-2020,0,0
2521,,Belarus,03-02-2020,0,0
2522,,Belarus,04-02-2020,0,0
2523,,Belarus,05-02-2020,0,0
2524,,Belarus,06-02-2020,0,0
2525,,Belarus,07-02-2020,0,0
2526,,Belarus,08-02-2020,0,0
2527,,Belarus,09-02-2020,0,0
2528,,Belarus,10-02-2020,0,0
2529,,Belarus,11-02-2020,0,0
2530,,Belarus,12-02-2020,0,0
2531,,Belarus,13-02-2020,0,0
2532,,Belarus,14-02-2020,0,0
2533,,Belarus,15-02-2020,0,0
2534,,Belarus,16-02-2020,0,0
2535,,Belarus,17-02-2020,0,0
2536,,Belarus,18-02-2020,0,0
2537,,Belarus,19-02-2020,0,0
2538,,Belarus,20-02-2020,0,0
2539,,Belarus,21-02-2020,0,0
2540,,Belarus,22-02-2020,0,0
2541,,Belarus,23-02-2020,0,0
2542,,Belarus,24-02-2020,0,0
2543,,Belarus,25-02-2020,0,0
2544,,Belarus,26-02-2020,0,0
2545,,Belarus,27-02-2020,0,0
2546,,Belarus,28-02-2020,1,0
2547,,Belarus,29-02-2020,1,0
2548,,Belarus,01-03-2020,1,0
2549,,Belarus,02-03-2020,1,0
2550,,Belarus,03-03-2020,1,0
2551,,Belarus,04-03-2020,6,0
2552,,Belarus,05-03-2020,6,0
2553,,Belarus,06-03-2020,6,0
2554,,Belarus,07-03-2020,6,0
2555,,Belarus,08-03-2020,6,0
2556,,Belarus,09-03-2020,6,0
2557,,Belarus,10-03-2020,9,0
2558,,Belarus,11-03-2020,9,0
2559,,Belarus,12-03-2020,12,0
2560,,Belarus,13-03-2020,27,0
2561,,Belarus,14-03-2020,27,0
2562,,Belarus,15-03-2020,27,0
2563,,Belarus,16-03-2020,36,0
2564,,Belarus,17-03-2020,36,0
2565,,Belarus,18-03-2020,51,0
2566,,Belarus,19-03-2020,51,0
2567,,Belarus,20-03-2020,69,0
2568,,Belarus,21-03-2020,76,0
2569,,Belarus,22-03-2020,76,0
2570,,Belarus,23-03-2020,81,0
2571,,Belarus,24-03-2020,81,0
2572,,Belarus,25-03-2020,86,0
2573,,Belarus,26-03-2020,86,0
2574,,Belarus,27-03-2020,94,0
2575,,Belarus,28-03-2020,94,0
2576,,Belarus,29-03-2020,94,0
2577,,Belarus,30-03-2020,152,0
2578,,Belarus,31-03-2020,152,1
2579,,Belarus,01-04-2020,163,2
2580,,Belarus,02-04-2020,304,4
2581,,Belarus,03-04-2020,351,4
2582,,Belarus,04-04-2020,440,5
2583,,Belarus,05-04-2020,562,8
2584,,Belarus,06-04-2020,700,13
2585,,Belarus,07-04-2020,861,13
2586,,Belarus,08-04-2020,1066,13
2587,,Belarus,09-04-2020,1486,16
2588,,Belarus,10-04-2020,1981,19
2589,,Belarus,11-04-2020,2226,23
2623,,Belgium,22-01-2020,0,0
2624,,Belgium,23-01-2020,0,0
2625,,Belgium,24-01-2020,0,0
2626,,Belgium,25-01-2020,0,0
2627,,Belgium,26-01-2020,0,0
2628,,Belgium,27-01-2020,0,0
2629,,Belgium,28-01-2020,0,0
2630,,Belgium,29-01-2020,0,0
2631,,Belgium,30-01-2020,0,0
2632,,Belgium,31-01-2020,0,0
2633,,Belgium,01-02-2020,0,0
2634,,Belgium,02-02-2020,0,0
2635,,Belgium,03-02-2020,0,0
2636,,Belgium,04-02-2020,1,0
2637,,Belgium,05-02-2020,1,0
2638,,Belgium,06-02-2020,1,0
2639,,Belgium,07-02-2020,1,0
2640,,Belgium,08-02-2020,1,0
2641,,Belgium,09-02-2020,1,0
2642,,Belgium,10-02-2020,1,0
2643,,Belgium,11-02-2020,1,0
2644,,Belgium,12-02-2020,1,0
2645,,Belgium,13-02-2020,1,0
2646,,Belgium,14-02-2020,1,0
2647,,Belgium,15-02-2020,1,0
2648,,Belgium,16-02-2020,1,0
2649,,Belgium,17-02-2020,1,0
2650,,Belgium,18-02-2020,1,0
2651,,Belgium,19-02-2020,1,0
2652,,Belgium,20-02-2020,1,0
2653,,Belgium,21-02-2020,1,0
2654,,Belgium,22-02-2020,1,0
2655,,Belgium,23-02-2020,1,0
2656,,Belgium,24-02-2020,1,0
2657,,Belgium,25-02-2020,1,0
2658,,Belgium,26-02-2020,1,0
2659,,Belgium,27-02-2020,1,0
2660,,Belgium,28-02-2020,1,0
2661,,Belgium,29-02-2020,1,0
2662,,Belgium,01-03-2020,2,0
2663,,Belgium,02-03-2020,8,0
2664,,Belgium,03-03-2020,13,0
2665,,Belgium,04-03-2020,23,0
2666,,Belgium,05-03-2020,50,0
2667,,Belgium,06-03-2020,109,0
2668,,Belgium,07-03-2020,169,0
2669,,Belgium,08-03-2020,200,0
2670,,Belgium,09-03-2020,239,0
2671,,Belgium,10-03-2020,267,0
2672,,Belgium,11-03-2020,314,3
2673,,Belgium,12-03-2020,314,3
2674,,Belgium,13-03-2020,559,3
2675,,Belgium,14-03-2020,689,4
2676,,Belgium,15-03-2020,886,4
2677,,Belgium,16-03-2020,1058,5
2678,,Belgium,17-03-2020,1243,10
2679,,Belgium,18-03-2020,1486,14
2680,,Belgium,19-03-2020,1795,21
2681,,Belgium,20-03-2020,2257,37
2682,,Belgium,21-03-2020,2815,67
2683,,Belgium,22-03-2020,3401,75
2684,,Belgium,23-03-2020,3743,88
2685,,Belgium,24-03-2020,4269,122
2686,,Belgium,25-03-2020,4937,178
2687,,Belgium,26-03-2020,6235,220
2688,,Belgium,27-03-2020,7284,289
2689,,Belgium,28-03-2020,9134,353
2690,,Belgium,29-03-2020,10836,431
2691,,Belgium,30-03-2020,11899,513
2692,,Belgium,31-03-2020,12775,705
2693,,Belgium,01-04-2020,13964,828
2694,,Belgium,02-04-2020,15348,1011
2695,,Belgium,03-04-2020,16770,1143
2696,,Belgium,04-04-2020,18431,1283
2697,,Belgium,05-04-2020,19691,1447
2698,,Belgium,06-04-2020,20814,1632
2699,,Belgium,07-04-2020,22194,2035
2700,,Belgium,08-04-2020,23403,2240
2701,,Belgium,09-04-2020,24983,2523
2702,,Belgium,10-04-2020,26667,3019
2703,,Belgium,11-04-2020,28018,3346
2737,,Belize,22-01-2020,0,0
2738,,Belize,23-01-2020,0,0
2739,,Belize,24-01-2020,0,0
